game_id,team1_id,team2_id,season,team1_seed,team2_seed,team1_position,team2_position,strongseed,weakseed,team1_region,team2_region,slot,host,host_lat,host_long,team1_teamname,team2_teamname,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team1_pt_career_overall_wins,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team2_pt_career_overall_wins,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_coaches_before_final,team2_coaches_before_final,team1_ap_preseason,team2_ap_preseason,team1_ap_final,team2_ap_final
2020-1124-1190,1124,1190,2020,1,12,W01,W12,1,12,W,W,R3W1,houston,29.7604,-95.3698,Baylor,ETSU,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,steve-forbes-3,Steve Forbes,1.0,1.0,0.0,0.0,0.0,0.0,130.0,42,42,30.0,3,30.0,3,130.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,55.175688509021796,33.9233038348083,70.2194357366771,10.2868447082097,51.137487636003996,31.7307692307692,69.9261992619926,8.35707502374169,39.1681109185442,38.1651376146789,50.6781750924784,47.1328671328671,0.110407456087944,0.0893774644521448,66.6472,66.1893,106.251,113.545,90.0942,88.056,67.4919,66.1035,109.679,108.24799999999999,95.9234,96.0159,31.545956,-97.119359,36.301643,-82.366954,16.0,,5.0,,18.0,,5.0,
2020-1124-1158,1124,1158,2020,1,13,W01,W13,1,13,W,W,R3W1,houston,29.7604,-95.3698,Baylor,Col Charleston,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,earl-grant-1,Earl Grant,1.0,1.0,0.0,0.0,0.0,0.0,118.0,78,78,17.0,13,17.0,13,118.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,50.2522704339051,34.9397590361446,76.2616822429907,7.33333333333333,48.6666666666667,33.2278481012658,74.4058500914077,8.980827447023211,40.120845921450204,37.574316290130795,44.5205479452055,50.624133148405,0.10002625689243401,0.0765200865227122,66.6472,66.1893,106.251,113.545,90.0942,88.056,66.6492,65.8689,105.01299999999999,104.962,103.292,104.883,31.545956,-97.119359,38.332577,-81.618667,16.0,,5.0,,18.0,,5.0,
2020-1124-1132,1124,1132,2020,1,14,W01,W14,1,14,W,W,R4W1,houston,29.7604,-95.3698,Baylor,Bowling Green,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,michael-huger-1,Michael Huger,0.0,0.0,0.0,0.0,0.0,0.0,88.0,74,74,21.0,9,21.0,9,88.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,45.3448275862069,34.277198211624395,75.09727626459141,5.89861751152074,48.110599078341,33.3830104321908,68.5908319185059,8.103448275862071,36.6466411796832,38.211845102505706,46.2962962962963,39.6782841823056,0.0738074133034244,0.0791138286389648,66.6472,66.1893,106.251,113.545,90.0942,88.056,70.8649,70.093,102.779,104.319,102.315,103.99,31.545956,-97.119359,41.377036,-83.63753100000001,16.0,,5.0,,18.0,,5.0,
2020-1124-1293,1124,1293,2020,1,15,W01,W15,1,15,W,W,R4W1,houston,29.7604,-95.3698,Baylor,Murray St,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,matt-mcmahon-1,Matt Mcmahon,2.0,2.0,0.0,0.0,0.0,0.0,110.0,50,50,23.0,8,23.0,8,110.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,51.63572060123779,36.7424242424242,70.37593984962409,10.1369863013699,46.301369863013704,31.0289389067524,69.2585895117541,9.637488947833779,31.8264014466546,36.225975538730296,53.213367609254504,45.8571428571429,0.0808263303657391,0.0879580653980102,66.6472,66.1893,106.251,113.545,90.0942,88.056,69.5421,68.8634,105.60700000000001,102.43299999999999,94.0697,99.2862,31.545956,-97.119359,36.61241,-88.323493,16.0,,5.0,,18.0,,5.0,
2020-1124-1411,1124,1411,2020,1,16,W01,W16a,1,16,W,W,R1W1,omaha,41.25,-96.0,Baylor,TX Southern,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,johnny-jones-2,Johnny Jones,0.0,3.0,0.0,0.0,0.0,0.0,40.0,29,263,16.0,15,16.0,15,335.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,45.933734939759,30.451127819548898,71.1111111111111,7.10823909531502,49.192245557350596,34.9397590361446,71.97549770290959,9.71385542168675,28.602150537634397,34.91062039957939,43.652849740932595,53.3888228299643,0.0827163536231263,0.10200255006375199,66.6472,66.1893,106.251,113.545,90.0942,88.056,74.3725,72.8583,96.7206,99.1342,102.156,108.557,31.545956,-97.119359,29.722468,-95.361961,16.0,,5.0,,18.0,,5.0,
2020-1124-1299,1124,1299,2020,1,16,W01,W16b,1,16,W,W,R1W1,omaha,41.25,-96.0,Baylor,NC A&T,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,willie-jones-1,Willie Jones,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4,4,314.0,104,14.0,4,14.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,48.3534136546185,29.5918367346939,60.8695652173913,10.0266193433895,50.2218278615794,29.1549295774648,63.6835278858625,8.03212851405623,32.078559738134196,38.6499727817093,56.443298969072195,53.0401034928849,0.10463682658804599,0.0883409273653176,66.6472,66.1893,106.251,113.545,90.0942,88.056,74.5951,73.7326,93.3203,92.3185,96.6081,102.38600000000001,31.545956,-97.119359,36.076737,-79.770152,16.0,,5.0,,18.0,,5.0,
2020-1124-1361,1124,1361,2020,1,1,W01,X01,1,1,W,X,R5WX,atlanta,33.755,-84.39,Baylor,San Diego St,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,brian-dutcher-1,Brian Dutcher,1.0,1.0,0.0,0.0,0.0,0.0,73.0,25,25,30.0,1,30.0,1,73.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,53.0049261083744,37.8706199460916,77.2635814889336,8.75527426160338,45.253164556962005,30.2158273381295,72.5646123260437,5.8128078817734,42.2310756972112,42.3006695069994,54.945054945054906,53.990610328638496,0.10122249388753099,0.0816625916870416,66.6472,66.1893,106.251,113.545,90.0942,88.056,65.9677,64.585,112.831,115.087,91.04799999999999,90.6115,31.545956,-97.119359,32.77525,-117.071228,16.0,,5.0,,18.0,,5.0,6.0
2020-1124-1181,1124,1181,2020,1,2,W01,X02,1,2,W,X,R5WX,atlanta,33.755,-84.39,Baylor,Duke,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,mike-krzyzewski-1,Mike Krzyzewski,35.0,35.0,25.0,25.0,12.0,12.0,1084.0,290,349,25.0,5,25.0,5,1157.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,52.462686567164205,35.170178282009694,71.98275862068971,13.6429608127721,46.0087082728592,29.940119760479003,67.0689655172414,9.029850746268659,31.5278487480838,26.663118680149,52.0652173913044,46.8112244897959,0.11239136590359598,0.0980157260787175,66.6472,66.1893,106.251,113.545,90.0942,88.056,72.7993,71.9623,111.891,115.725,91.3914,91.1058,31.545956,-97.119359,36.00159,-78.94226,16.0,4.0,5.0,,18.0,4.0,5.0,10.0
2020-1124-1268,1124,1268,2020,1,3,W01,X03,1,3,W,X,R5WX,atlanta,33.755,-84.39,Baylor,Maryland,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,mark-turgeon-1,Mark Turgeon,4.0,9.0,1.0,2.0,0.0,0.0,204.0,98,257,24.0,6,24.0,6,454.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,50.14866204162539,31.111111111111104,74.73841554559041,11.8270079435128,44.4836716681377,32.521489971346696,69.8198198198198,10.901883052527301,43.1228861330327,38.1212452211906,54.9731182795699,54.719562243502104,0.067737184494386,0.0810938124228565,66.6472,66.1893,106.251,113.545,90.0942,88.056,67.6238,67.0396,106.281,113.542,95.7063,92.4261,31.545956,-97.119359,38.988607,-76.939704,16.0,7.0,5.0,10.0,18.0,8.0,5.0,12.0
2020-1124-1139,1124,1139,2020,1,4,W01,X04,1,4,W,X,R5WX,atlanta,33.755,-84.39,Baylor,Butler,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,lavall-jordan-1,Lavall Jordan,1.0,1.0,0.0,0.0,0.0,0.0,59.0,39,63,22.0,8,22.0,8,70.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,52.9080675422139,34.138486312399394,72.7822580645161,7.80952380952381,43.5238095238095,33.0218068535826,71.8929254302103,9.00562851782364,36.810906935388296,37.9432624113475,50.9020618556701,52.1674140508221,0.0821299021285333,0.0866097149719078,66.6472,66.1893,106.251,113.545,90.0942,88.056,64.5213,63.7391,105.931,112.632,95.9432,94.2425,31.545956,-97.119359,39.840662,-86.171791,16.0,,5.0,11.0,18.0,,5.0,24.0
2020-1124-1246,1124,1246,2020,1,5,W01,X05,1,5,W,X,R5WX,atlanta,33.755,-84.39,Baylor,Kentucky,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,john-calipari-1,John Calipari,9.0,20.0,8.0,15.0,4.0,6.0,330.0,76,216,25.0,5,25.0,5,775.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,50.4347826086956,34.2794759825328,79.65860597439541,13.6363636363636,44.8306595365419,30.703012912482098,68.78216123499139,7.74703557312253,26.581543818920498,38.3177570093458,52.2012578616352,46.722454672245505,0.0757389810301904,0.0724663090103674,66.6472,66.1893,106.251,113.545,90.0942,88.056,68.4704,67.6714,108.022,112.665,96.1866,95.0609,31.545956,-97.119359,38.028081,-84.510698,16.0,2.0,5.0,21.0,18.0,2.0,5.0,8.0
2020-1124-1166,1124,1166,2020,1,6,W01,X06,1,6,W,X,R5WX,atlanta,33.755,-84.39,Baylor,Creighton,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,greg-mcdermott-1,Greg Mcdermott,5.0,8.0,0.0,0.0,0.0,0.0,231.0,115,246,24.0,6,24.0,6,380.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,53.0049261083744,38.7054161162484,74.9019607843137,6.62598081952921,48.910200523103704,31.7927170868347,69.954128440367,9.35960591133005,42.7200902934537,38.3664696399785,56.0770156438026,51.0152284263959,0.0922634263497687,0.0708621161139976,66.6472,66.1893,106.251,113.545,90.0942,88.056,69.8221,68.2962,111.053,118.223,100.585,97.2912,31.545956,-97.119359,41.265325,-95.947029,16.0,,5.0,7.0,18.0,,5.0,7.0
2020-1124-1353,1124,1353,2020,1,7,W01,X07,1,7,W,X,R5WX,atlanta,33.755,-84.39,Baylor,Rutgers,scott-drew-1,Scott Drew,8.0,8.0,4.0,4.0,0.0,0.0,344.0,212,223,26.0,3,26.0,3,364.0,steve-pikiell-1,Steve Pikiell,0.0,1.0,0.0,0.0,0.0,0.0,64.0,64,220,20.0,10,20.0,10,256.0,47.50445632798571,35.060975609756106,68.978102189781,12.5475285171103,44.3916349809886,31.095406360424,68.6746987951807,13.012477718360099,36.8953880764904,34.9814585908529,54.128440366972505,52.7216174183515,0.12108075787585498,0.0866998019357973,50.0798722044728,30.798479087452503,64.47876447876449,13.618290258449301,43.8369781312127,31.241283124128298,71.6701902748414,9.025559105431311,29.5838020247469,41.61346488682529,47.7820025348542,54.586466165413505,0.0959672927798077,0.0788302762119849,66.6472,66.1893,106.251,113.545,90.0942,88.056,67.5668,67.3701,101.874,107.947,92.9028,90.2277,31.545956,-97.119359,40.503796,-74.45051,16.0,,5.0,9.0,18.0,,5.0,
